Brand_Acc,createddate,salesid,subtotal,totaldiscount,osschannelid,dwinf_salesactivity,dataareaid,Transaction_ID,Medium,Date,Product_Revenue
B000810725,18JUL2018:00:00:00.000,SO02385739,139.99,119.99,Web,RECR,au,o1115800031,organic,19/07/2018,$266.78
B000672974,18JUL2018:00:00:00.000,SO02385746,119.99,129.98,Web,RECR,au,o1030742545,organic,19/07/2018,$228.66
B000811714,22JUL2018:00:00:00.000,SO02389203,139.99,139.99,Web,RECR,au,o1125585830,organic,22/07/2018,$266.78
B000811755,22JUL2018:00:00:00.000,SO02389269,139.99,139.99,Web,RECR,au,o1125975588,organic,22/07/2018,$266.78
B000587260,22JUL2018:00:00:00.000,SO02389302,209.88,219.87,Web,WEB,au,o768584237,organic,22/07/2018,$399.97
B000695454,22JUL2018:00:00:00.000,SO02389371,139.99,139.99,Web,RECR,au,o1039491523,organic,23/07/2018,$266.78
B000730021,24JUL2018:00:00:00.000,SO02392087,139.99,139.99,Web,RECR,au,o890337329,organic,24/07/2018,$266.78
B000539306,24JUL2018:00:00:00.000,SO02392533,116.66,116.66,Web,RECR,au,o898490315,organic,24/07/2018,$266.78
B000786685,26JUL2018:00:00:00.000,SO02394316,119.99,129.98,Web,RECR,au,o1022789098,organic,26/07/2018,$228.66
B000813117,26JUL2018:00:00:00.000,SO02394850,139.99,139.99,Web,RECR,au,o1137834760,organic,26/07/2018,$266.78
B000813358,27JUL2018:00:00:00.000,SO02395666,139.99,139.99,Web,RECR,au,o1140483997,organic,27/07/2018,$266.78
B000728653,27JUL2018:00:00:00.000,SO02396110,139.99,139.99,Web,RECR,au,o895678442,organic,27/07/2018,$266.78
B000797102,28JUL2018:00:00:00.000,SO02396682,139.99,139.99,Web,RECR,au,o996419562,organic,28/07/2018,$266.78
B000773869,29JUL2018:00:00:00.000,SO02397034,139.99,119.99,Web,RECR,au,o824197667,organic,29/07/2018,$266.78
B000814313,30JUL2018:00:00:00.000,SO02398733,119.99,132.98,Web,RECR,au,o1149572815,organic,30/07/2018,$228.66
B000814347,30JUL2018:00:00:00.000,SO02398818,119.99,134.98,Web,RECR,au,o1149804007,organic,30/07/2018,$228.66
B000814449,30JUL2018:00:00:00.000,SO02398983,139.99,139.99,Web,RECR,au,o1148850162,organic,30/07/2018,$266.78
B000382788,31JUL2018:00:00:00.000,SO02399843,139.99,139.99,Web,RECR,au,o177714451,organic,31/07/2018,$266.78
B000815077,01AUG2018:00:00:00.000,SO02401613,139.99,139.99,Web,RECR,au,o1156130547,organic,01/08/2018,$266.78
B000283240,03AUG2018:00:00:00.000,SO02404773,87.01,100,Web,RECR,au,o317029952,organic,03/08/2018,$228.66
B000249490,04AUG2018:00:00:00.000,SO02405396,137.88,147.87,Web,MM,au,o928785169,organic,04/08/2018,$262.76
B000357414,05AUG2018:00:00:00.000,SO02405907,139.99,139.99,Web,RECR,au,o884175016,organic,06/08/2018,$266.78
B000504009,07AUG2018:00:00:00.000,SO02408906,89.94,99.93,Web,MM,au,o1175713229,organic,07/08/2018,$171.40
B000361464,07AUG2018:00:00:00.000,SO02409074,155.88,135.88,Web,WEB,au,o987624611,organic,07/08/2018,$297.06
B000791592,07AUG2018:00:00:00.000,SO02409767,139.99,139.99,Web,RECR,au,o1176760166,organic,07/08/2018,$266.78
B000632985,07AUG2018:00:00:00.000,SO02409811,239.88,252.87,Web,MM,au,o1177073859,organic,07/08/2018,$457.14
B000676729,08AUG2018:00:00:00.000,SO02411101,359.76,299.76,Web,MM,au,o448363438,organic,08/08/2018,$685.59
B000817535,09AUG2018:00:00:00.000,SO02412028,139.99,119.99,Web,RECR,au,o1182457778,organic,09/08/2018,$266.78
B000817867,10AUG2018:00:00:00.000,SO02413508,139.99,139.99,Web,RECR,au,o1186810554,organic,10/08/2018,$266.78
B000763324,10AUG2018:00:00:00.000,SO02413590,191.88,171.87,Web,MM,au,o737137019,organic,10/08/2018,$365.66
B000403925,11AUG2018:00:00:00.000,SO02413751,449.73,449.73,Web,MM,au,o1081263120,organic,11/08/2018,$857.05
B000818154,11AUG2018:00:00:00.000,SO02414127,139.99,139.99,Web,RECR,au,o1192930222,organic,12/08/2018,$266.78
B000546659,12AUG2018:00:00:00.000,SO02414251,311.79,311.79,Web,MM,au,o1009152415,organic,12/08/2018,$594.17
B000776275,12AUG2018:00:00:00.000,SO02414271,359.76,359.76,Web,MM,au,o1110507674,organic,12/08/2018,$685.59
B000667285,14AUG2018:00:00:00.000,SO02416844,139.99,139.99,Web,RECR,au,o945229245,organic,14/08/2018,$266.78
B000797204,15AUG2018:00:00:00.000,SO02417803,167.88,177.87,Web,WEB,au,o1110379255,organic,15/08/2018,$319.93
B000818995,15AUG2018:00:00:00.000,SO02418009,139.99,139.99,Web,RECR,au,o1204707223,organic,15/08/2018,$266.78
B000625632,17AUG2018:00:00:00.000,SO02420579,251.85,261.84,Web,WEB,au,o482197494,organic,17/08/2018,$479.95
B000819473,17AUG2018:00:00:00.000,SO02420735,139.99,139.99,Web,RECR,au,o1211549772,organic,17/08/2018,$266.78
B000820064,19AUG2018:00:00:00.000,SO02422193,119.99,134.98,Web,RECR,au,o1219261581,organic,19/08/2018,$228.66
B000274484,21AUG2018:00:00:00.000,SO02426033,422.73,422.73,Web,MM,au,o985537662,organic,21/08/2018,$805.59
B000820924,21AUG2018:00:00:00.000,SO02426136,119.99,134.98,Web,RECR,au,o1224745100,organic,21/08/2018,$228.66
B000820924,21AUG2018:00:00:00.000,SO02426137,269.88,299.86,Web,WEB,au,o1224713566,organic,21/08/2018,$514.31
B000821201,22AUG2018:00:00:00.000,SO02427961,139.99,139.99,Web,RECR,au,o1229405795,organic,22/08/2018,$266.78
B000821320,23AUG2018:00:00:00.000,SO02428680,0,0,Web,RECR,au,o1231256992,organic,23/08/2018,$266.78
B000525995,23AUG2018:00:00:00.000,SO02429510,139.99,139.99,Web,RECR,au,o289537964,organic,23/08/2018,$266.78
B000200190,27AUG2018:00:00:00.000,SO02432202,179.99,209.98,Web,RECR,au,o873063611,organic,27/08/2018,$343
B000822552,27AUG2018:00:00:00.000,SO02432222,226.08,236.07,Web,WEB,au,o1246778929,organic,27/08/2018,$430.84
B000439100,28AUG2018:00:00:00.000,SO02433137,129.99,139.98,Web,RECR,au,o1059768457,organic,28/08/2018,$247.72
B000582784,28AUG2018:00:00:00.000,SO02433180,196.49,206.48,Web,WEB,au,o324102131,organic,28/08/2018,$374.45
B000823115,29AUG2018:00:00:00.000,SO02434045,139.99,139.99,Web,RECR,au,o1254039583,organic,29/08/2018,$266.78
B000668931,30AUG2018:00:00:00.000,SO02435032,203.88,213.87,Web,MM,au,o928461487,organic,31/08/2018,$388.53
B000522376,31AUG2018:00:00:00.000,SO02435622,458.88,458.88,Web,MM,au,o1096483047,organic,31/08/2018,$874.48
B000142643,01SEP2018:00:00:00.000,SO02436416,371.76,371.76,Web,MM,au,o1187117564,organic,01/09/2018,$708.46
B000791506,02SEP2018:00:00:00.000,SO02436596,139.99,119.99,Web,RECR,au,o1022763134,organic,02/09/2018,$266.78
B000808194,02SEP2018:00:00:00.000,SO02436662,149.99,159.98,Web,RECR,au,o1212148492,organic,02/09/2018,$285.83
B000824029,02SEP2018:00:00:00.000,SO02436837,139.99,139.99,Web,RECR,au,o1269428426,organic,03/09/2018,$266.78
B000824190,03SEP2018:00:00:00.000,SO02437924,0,0,Web,RECR,au,o1270951176,organic,03/09/2018,$266.78
B000824190,03SEP2018:00:00:00.000,SO02437925,139.99,139.99,Web,RECR,au,o1270958802,organic,03/09/2018,$266.78
B000249809,03SEP2018:00:00:00.000,SO02437976,139.99,119.99,Web,RECR,au,o1156385618,organic,03/09/2018,$266.78
B000824224,03SEP2018:00:00:00.000,SO02438031,139.99,139.99,Web,RECR,au,o1271426601,organic,03/09/2018,$266.78
B000803257,03SEP2018:00:00:00.000,SO02438052,179.99,189.98,Web,RECR,au,o1062084626,organic,03/09/2018,$343
B000824295,03SEP2018:00:00:00.000,SO02438118,139.99,139.99,Web,RECR,au,o1263289360,organic,01/09/2018,$266.78
B000142451,03SEP2018:00:00:00.000,SO02438147,139.99,139.99,Web,RECR,au,o1118931200,organic,04/09/2018,$266.78
B000471779,04SEP2018:00:00:00.000,SO02439032,188.88,203.87,Web,MM,au,o1246514239,organic,04/09/2018,$319.93
B000513300,06SEP2018:00:00:00.000,SO02442405,139.99,139.99,Web,RECR,au,o233440016,organic,06/09/2018,$266.78
B000825554,06SEP2018:00:00:00.000,SO02442435,139.99,139.99,Web,RECR,au,o1282321306,organic,06/09/2018,$266.78
B000737086,06SEP2018:00:00:00.000,SO02442637,179.88,192.87,Web,WEB,au,o1075500883,organic,06/09/2018,$342.80
B000620799,06SEP2018:00:00:00.000,SO02442878,351.87,351.87,Web,WEB,au,o336588143,organic,06/09/2018,$670.55
B000628280,09SEP2018:00:00:00.000,SO02445716,681.57,681.57,Web,MM,au,o1015370405,organic,10/09/2018,"$1,298.86"
B000820420,11SEP2018:00:00:00.000,SO02447807,188.64,188.64,Web,WEB,au,o1298166607,organic,11/09/2018,$359.49
B000827112,11SEP2018:00:00:00.000,SO02447812,139.99,139.99,Web,RECR,au,o1302104247,organic,11/09/2018,$266.78
B000820420,11SEP2018:00:00:00.000,SO02447813,129.99,129.99,Web,RECR,au,o1302105019,organic,11/09/2018,$247.72
B000046089,14SEP2018:00:00:00.000,SO02451366,207.84,227.82,Web,MM,au,o587710381,organic,14/09/2018,$396.08
B000034045,15SEP2018:00:00:00.000,SO02451713,389.87,389.87,Web,MM,au,o1318421678,organic,15/09/2018,$742.97
B000471550,15SEP2018:00:00:00.000,SO02451716,319.98,319.98,Web,MM,au,o1149908456,organic,15/09/2018,$609.78
B000827112,16SEP2018:00:00:00.000,SO02452161,139.99,139.99,Web,RECR,au,o1302108501,organic,16/09/2018,$266.78
B000235879,18SEP2018:00:00:00.000,SO02454976,119.99,119.99,Web,RECR,au,o1025574849,organic,18/09/2018,$228.66
B000803257,18SEP2018:00:00:00.000,SO02455557,203.88,183.87,Web,MM,au,o1271660903,organic,18/09/2018,$388.53
B000818408,19SEP2018:00:00:00.000,SO02456992,139.99,139.99,Web,RECR,au,o1282418991,organic,19/09/2018,$266.78
B000829639,19SEP2018:00:00:00.000,SO02457031,139.99,119.99,Web,RECR,au,o1334108224,organic,19/09/2018,$266.78
B000829952,20SEP2018:00:00:00.000,SO02458276,139.99,139.99,Web,RECR,au,o1337017642,organic,20/09/2018,$266.78
B000646570,21SEP2018:00:00:00.000,SO02459108,119.99,129.98,Web,RECR,AU,o843942265,organic,21/09/2018,$228.66
B000667674,21SEP2018:00:00:00.000,SO02459133,179.88,189.87,Web,MM,AU,o951447212,organic,21/09/2018,$342.80
B000690449,22SEP2018:00:00:00.000,SO02459617,301.74,301.74,Web,WEB,AU,o1197467814,organic,22/09/2018,$575.02
B000127133,22SEP2018:00:00:00.000,SO02459647,347.76,327.76,Web,MM,AU,o917703013,organic,22/09/2018,$662.72
B000786217,24SEP2018:00:00:00.000,SO02460672,179.85,199.83,Web,MM,AU,o1200720151,organic,24/09/2018,$342.74
B000830721,24SEP2018:00:00:00.000,SO02460811,139.99,139.99,Web,RECR,AU,o1351456359,organic,24/09/2018,$266.78
B000413351,24SEP2018:00:00:00.000,SO02461236,119.99,129.98,Web,RECR,AU,o1081507118,organic,24/09/2018,$228.66
B000831179,25SEP2018:00:00:00.000,SO02462501,139.99,119.99,Web,RECR,AU,o1358389051,organic,26/09/2018,$266.78
B000639333,26SEP2018:00:00:00.000,SO02463534,203.88,213.87,Web,WEB,AU,o1361006545,organic,26/09/2018,$388.53
B000811755,30SEP2018:00:00:00.000,SO02466506,119.99,132.98,Web,RECR,AU,o1131989441,organic,30/09/2018,$228.66
B000474145,30SEP2018:00:00:00.000,SO02466582,139.99,119.99,Web,RECR,AU,o210032321,organic,01/10/2018,$266.78
B000520331,01OCT2018:00:00:00.000,SO02466848,119.99,119.99,Web,RECR,AU,o1355347766,organic,01/10/2018,$228.66
B000697184,01OCT2018:00:00:00.000,SO02466859,139.99,139.99,Web,RECR,AU,o1297235001,organic,01/10/2018,$266.78
B000775752,03OCT2018:00:00:00.000,SO02470522,335.76,305.76,Web,MM,AU,o1356022737,organic,03/10/2018,$639.85
B000600874,04OCT2018:00:00:00.000,SO02471914,335.76,275.76,Web,MM,AU,o1392263491,organic,04/10/2018,$639.85
B000720573,04OCT2018:00:00:00.000,SO02471966,311.76,251.76,Web,MM,AU,o549387738,organic,04/10/2018,$594.12
B000620799,04OCT2018:00:00:00.000,SO02472184,179.88,159.87,Web,MM,AU,o1283354395,organic,04/10/2018,$342.80
